%	% |
%가	% 가 |
0	0 |
된장찌개를	된 장 찌 개 를 |
된장찌개야	된 장 찌 개 야 |
된장찌개에	된 장 찌 개 에 |
된장찌개엔	된 장 찌 개 엔 |
된지	된 지 |
될	될 |
될걸	될 걸 |
될것걑은데	될 것 걑 은 데 |
될까	될 까 |
될까요	될 까 요 |
될래	될 래 |
될지	될 지 |
될지가	될 지 가 |
될지는	될 지 는 |
될지도	될 지 도 |
될지를	될 지 를 |
됨	됨 |
됨으로써	됨 으 로 써 |
됩니까	됩 니 까 |
됩니다	됩 니 다 |
됩시다	됩 시 다 |
두	두 |
두게	두 게 |
두겠고	두 겠 고 |
두고	두 고 |
두고두고	두 고 두 고 |
두근거려	두 근 거 려 |
두근거려요	두 근 거 려 요 |
두근거렸어	두 근 거 렸 어 |
두근거리던데	두 근 거 리 던 데 |
두근두근해요	두 근 두 근 해 요 |
두기	두 기 |
두기로	두 기 로 |
두기를	두 기 를 |
두꺼운	두 꺼 운 |
두꺼워	두 꺼 워 |
두꺼워서	두 꺼 워 서 |
두껍게	두 껍 게 |
두께가	두 께 가 |
두께별로	두 께 별 로 |
두뇌가	두 뇌 가 |
두뇌의	두 뇌 의 |
두는	두 는 |
두니	두 니 |
두니까	두 니 까 |
두더지야	두 더 지 야 |
두둑	두 둑 |
두둑이	두 둑 이 |
두드러기	두 드 러 기 |
두드러기가	두 드 러 기 가 |
두드러기기	두 드 러 기 기 |
두드리고	두 드 리 고 |
두드리는	두 드 리 는 |
두라고	두 라 고 |
두란노	두 란 노 |
두란노가	두 란 노 가 |
두려고	두 려 고 |
두려우신	두 려 우 신 |
두려운	두 려 운 |
두려운데	두 려 운 데 |
두려울	두 려 울 |
두려움	두 려 움 |
두려움에	두 려 움 에 |
두려움은	두 려 움 은 |
두려움을	두 려 움 을 |
두려움이	두 려 움 이 |
두려워	두 려 워 |
두려워요	두 려 워 요 |
두려워지는데	두 려 워 지 는 데 |
두려워하거나	두 려 워 하 거 나 |
두려워하고	두 려 워 하 고 |
두려워하는	두 려 워 하 는 |
두려워하는구나	두 려 워 하 는 구 나 |
두려워할	두 려 워 할 |
두려워해	두 려 워 해 |
두려워해요	두 려 워 해 요 |
두렵네	두 렵 네 |
두렵다	두 렵 다 |
두렵다는	두 렵 다 는 |
두렵지	두 렵 지 |
두렵지요	두 렵 지 요 |
두루	두 루 |
두루마리	두 루 마 리 |
두루미야	두 루 미 야 |
두루치기야	두 루 치 기 야 |
두류역	두 류 역 |
두르세요	두 르 세 요 |
두르시고요	두 르 시 고 요 |
두른	두 른 |
두릅이야	두 릅 이 야 |
두리번거리고	두 리 번 거 리 고 |
두리안만	두 리 안 만 |
두면	두 면 |
두바이	두 바 이 |
두바이는	두 바 이 는 |
두바이로	두 바 이 로 |
두바이에	두 바 이 에 |
두바이에서의	두 바 이 에 서 의 |
두바이의	두 바 이 의 |
두발	두 발 |
두발을	두 발 을 |
두부	두 부 |
두부를	두 부 를 |
두부와	두 부 와 |
두부조림	두 부 조 림 |
두부조림을	두 부 조 림 을 |
두부찌개	두 부 찌 개 |
두세	두 세 |
두세요	두 세 요 |
두셨어요	두 셨 어 요 |
두시니까	두 시 니 까 |
두시에	두 시 에 |
두십시오	두 십 시 오 |
두어	두 어 |
두어서는	두 어 서 는 |
두었거든	두 었 거 든 |
두었군요	두 었 군 요 |
두었기	두 었 기 |
두었는지	두 었 는 지 |
두었던	두 었 던 |
두었습니다	두 었 습 니 다 |
두었어	두 었 어 |
두었어요	두 었 어 요 |
두었으면	두 었 으 면 |
두여해수욕장	두 여 해 수 욕 장 |
두원	두 원 |
두유	두 유 |
두유를	두 유 를 |
두자	두 자 |
두잖아	두 잖 아 |
두절	두 절 |
두절됐어	두 절 됐 어 |
두절되어	두 절 되 어 |
두지	두 지 |
두통	두 통 |
두통과	두 통 과 |
두통약	두 통 약 |
두통약을	두 통 약 을 |
두통약이	두 통 약 이 |
두통에	두 통 에 |
두통은	두 통 은 |
두통을	두 통 을 |
두통이	두 통 이 |
두툼한	두 툼 한 |
두툼히	두 툼 히 |
두피	두 피 |
두피의	두 피 의 |
두피인	두 피 인 |
두피클리닉도	두 피 클 리 닉 도 |
둑을	둑 을 |
둔	둔 |
둔갑하진	둔 갑 하 진 |
둔거	둔 거 |
둔다고	둔 다 고 |
둔다네요	둔 다 네 요 |
둔하잖아	둔 하 잖 아 |
둔한가	둔 한 가 |
둔해져	둔 해 져 |
둔해지는	둔 해 지 는 |
둔화되었어	둔 화 되 었 어 |
둘	둘 |
둘게	둘 게 |
둘게요	둘 게 요 |
둘도	둘 도 |
둘래	둘 래 |
둘러대는	둘 러 대 는 |
둘러만	둘 러 만 |
둘러보고	둘 러 보 고 |
둘러보기도	둘 러 보 기 도 |
둘러보는	둘 러 보 는 |
둘러보니까	둘 러 보 니 까 |
둘러보면	둘 러 보 면 |
둘러보세요	둘 러 보 세 요 |
둘러보셔도	둘 러 보 셔 도 |
둘러보시고	둘 러 보 시 고 |
둘러보시다가	둘 러 보 시 다 가 |
둘러보았는데	둘 러 보 았 는 데 |
둘러보았어요	둘 러 보 았 어 요 |
둘러보자	둘 러 보 자 |
둘러볼	둘 러 볼 |
둘러볼까	둘 러 볼 까 |
둘러봅니다	둘 러 봅 니 다 |
둘러봐	둘 러 봐 |
둘러봐도	둘 러 봐 도 |
둘러싸여	둘 러 싸 여 |
둘렀는데	둘 렀 는 데 |
둘로	둘 로 |
둘리의	둘 리 의 |
둘만	둘 만 |
둘에게	둘 에 게 |
둘은	둘 은 |
둘을	둘 을 |
둘이	둘 이 |
둘이서	둘 이 서 |
둘째	둘 째 |
둘째도	둘 째 도 |
둘째치고	둘 째 치 고 |
둥	둥 |
둥근	둥 근 |
둥글게	둥 글 게 |
둥글다는	둥 글 다 는 |
둥이	둥 이 |
둬	둬 |
둬서	둬 서 |
둬야겠어	둬 야 겠 어 |
둬야겠어요	둬 야 겠 어 요 |
둬주세요	둬 주 세 요 |
뒀는데	뒀 는 데 |
뒀는지	뒀 는 지 |
뒀다간	뒀 다 간 |
뒀다니까	뒀 다 니 까 |
뒀더라	뒀 더 라 |
뒀어	뒀 어 |
뒀어요	뒀 어 요 |
뒀으면	뒀 으 면 |
뒤	뒤 |
뒤가	뒤 가 |
뒤꽁무니를	뒤 꽁 무 니 를 |
뒤꿈치에	뒤 꿈 치 에 |
뒤끝도	뒤 끝 도 |
뒤끝은	뒤 끝 은 |
뒤늦게	뒤 늦 게 |
뒤덮었습니다	뒤 덮 었 습 니 다 |
뒤덮였어	뒤 덮 였 어 |
뒤덮였어요	뒤 덮 였 어 요 |
뒤도	뒤 도 |
뒤돌아	뒤 돌 아 |
뒤돌아보면	뒤 돌 아 보 면 |
뒤돌아보지만	뒤 돌 아 보 지 만 |
뒤돌아서	뒤 돌 아 서 |
뒤돌아서서	뒤 돌 아 서 서 |
뒤따릅니다	뒤 따 릅 니 다 |
뒤떨어지는	뒤 떨 어 지 는 |
뒤떨어진	뒤 떨 어 진 |
뒤뚱뒤뚱	뒤 뚱 뒤 뚱 |
뒤라서	뒤 라 서 |
뒤래	뒤 래 |
뒤로	뒤 로 |
뒤로는	뒤 로 는 |
뒤론	뒤 론 |
뒤룩뒤룩	뒤 룩 뒤 룩 |
뒤를	뒤 를 |
뒤만	뒤 만 |
뒤면	뒤 면 |
뒤바뀌는	뒤 바 뀌 는 |
뒤바뀐	뒤 바 뀐 |
뒤바뀐다고	뒤 바 뀐 다 고 |
뒤부터	뒤 부 터 |
뒤숭숭해	뒤 숭 숭 해 |
뒤숭숭해서	뒤 숭 숭 해 서 |
뒤숭숭해요	뒤 숭 숭 해 요 |
뒤에	뒤 에 |
뒤에까지	뒤 에 까 지 |
뒤에는	뒤 에 는 |
뒤에도	뒤 에 도 |
뒤에서	뒤 에 서 |
뒤에서는	뒤 에 서 는 |
뒤에서부터	뒤 에 서 부 터 |
뒤에선	뒤 에 선 |
뒤에야	뒤 에 야 |
뒤엔	뒤 엔 |
뒤의	뒤 의 |
뒤져봤나	뒤 져 봤 나 |
뒤졌으니	뒤 졌 으 니 |
뒤졌죠	뒤 졌 죠 |
뒤죽박죽	뒤 죽 박 죽 |
뒤죽박죽으로	뒤 죽 박 죽 으 로 |
뒤죽박죽이에요	뒤 죽 박 죽 이 에 요 |
뒤지고	뒤 지 고 |
뒤지다	뒤 지 다 |
뒤지면서	뒤 지 면 서 |
뒤지지마	뒤 지 지 마 |
뒤집기에	뒤 집 기 에 |
뒤집긴	뒤 집 긴 |
뒤집어	뒤 집 어 |
뒤집어쓰게	뒤 집 어 쓰 게 |
뒤집어져서	뒤 집 어 져 서 |
뒤집어졌다	뒤 집 어 졌 다 |
뒤집어졌어	뒤 집 어 졌 어 |
뒤집어졌잖아	뒤 집 어 졌 잖 아 |
뒤집어지지	뒤 집 어 지 지 |
뒤집혀	뒤 집 혀 |
뒤집혔어	뒤 집 혔 어 |
뒤집혔어요	뒤 집 혔 어 요 |
뒤쪽	뒤 쪽 |
뒤쪽에서	뒤 쪽 에 서 |
뒤쪽이	뒤 쪽 이 |
뒤쫓아	뒤 쫓 아 |
뒤처리를	뒤 처 리 를 |
뒤처져	뒤 처 져 |
뒤처져있어요	뒤 처 져 있 어 요 |
뒤척였어	뒤 척 였 어 |
뒤척이다가	뒤 척 이 다 가 |
뒤척이며	뒤 척 이 며 |
뒤치다꺼리하고	뒤 치 다 꺼 리 하 고 |
뒤통수가	뒤 통 수 가 |
뒤통수를	뒤 통 수 를 |
뒤편에	뒤 편 에 |
뒤편에서	뒤 편 에 서 |
뒤풀이도	뒤 풀 이 도 |
뒷감당	뒷 감 당 |
뒷걸음만	뒷 걸 음 만 |
뒷글자에는	뒷 글 자 에 는 |
뒷다리	뒷 다 리 |
뒷덜미에	뒷 덜 미 에 |
뒷동산에	뒷 동 산 에 |
뒷마당에	뒷 마 당 에 |
뒷말은	뒷 말 은 |
뒷바라지해줘서	뒷 바 라 지 해 줘 서 |
뒷받침되야	뒷 받 침 되 야 |
뒷받침이	뒷 받 침 이 |
뒷베란다에도	뒷 베 란 다 에 도 |
뒷북치기	뒷 북 치 기 |
뒷산에서	뒷 산 에 서 |
뒷산으로	뒷 산 으 로 |
뒷일은	뒷 일 은 |
뒷자리가	뒷 자 리 가 |
뒷자리는	뒷 자 리 는 |
뒷자리에	뒷 자 리 에 |
뒷자리예요	뒷 자 리 예 요 |
뒷정리	뒷 정 리 |
뒷정리를	뒷 정 리 를 |
뒷조사	뒷 조 사 |
뒷좌석에	뒷 좌 석 에 |
뒷짐지고	뒷 짐 지 고 |
뒹굴기만	뒹 굴 기 만 |
뒹굴뒹굴하고	뒹 굴 뒹 굴 하 고 |
뒹굴뒹굴하기만	뒹 굴 뒹 굴 하 기 만 |
뒹굴며	뒹 굴 며 |
뒹굴었을	뒹 굴 었 을 |
드	드 |
드기	드 기 |
드나	드 나 |
드나드는	드 나 드 는 |
드나들	드 나 들 |
드나요	드 나 요 |
드냐	드 냐 |
드네	드 네 |
드네요	드 네 요 |
드높았어	드 높 았 어 |
드는	드 는 |
드는구나	드 는 구 나 |
드는데	드 는 데 |
드는지	드 는 지 |
드니	드 니 |
드니까	드 니 까 |
드니깐	드 니 깐 |
드디어	드 디 어 |
드라마	드 라 마 |
드라마가	드 라 마 가 |
드라마거든	드 라 마 거 든 |
드라마나	드 라 마 나 |
드라마는	드 라 마 는 |
드라마니까	드 라 마 니 까 |
드라마더라	드 라 마 더 라 |
드라마도	드 라 마 도 |
드라마들을	드 라 마 들 을 |
드라마들이	드 라 마 들 이 |
드라마라며	드 라 마 라 며 |
드라마라서	드 라 마 라 서 |
드라마를	드 라 마 를 |
드라마보다	드 라 마 보 다 |
드라마뿐만	드 라 마 뿐 만 |
드라마야	드 라 마 야 |
드라마에	드 라 마 에 |
드라마에서	드 라 마 에 서 |
드라마에서나	드 라 마 에 서 나 |
드라마의	드 라 마 의 |
드라마틱	드 라 마 틱 |
드라이	드 라 이 |
드라이기는	드 라 이 기 는 |
드라이기에	드 라 이 기 에 |
드라이로	드 라 이 로 |
드라이버를	드 라 이 버 를 |
드라이브	드 라 이 브 |
드라이브가	드 라 이 브 가 |
드라이브나	드 라 이 브 나 |
드라이브라도	드 라 이 브 라 도 |
드라이브를	드 라 이 브 를 |
드라이브스루	드 라 이 브 스 루 |
드라이브인	드 라 이 브 인 |
드라이브하고	드 라 이 브 하 고 |
드라이브하는	드 라 이 브 하 는 |
드라이브하니까	드 라 이 브 하 니 까 |
드라이브하러	드 라 이 브 하 러 |
드라이브하지	드 라 이 브 하 지 |
드라이브해도	드 라 이 브 해 도 |
드라이클리닝	드 라 이 클 리 닝 |
드라이클리닝을	드 라 이 클 리 닝 을 |
드라이클리닝해드리면	드 라 이 클 리 닝 해 드 리 면 |
드라이클리닝해야	드 라 이 클 리 닝 해 야 |
드라이해	드 라 이 해 |
드러나	드 러 나 |
드러나거든요	드 러 나 거 든 요 |
드러나도	드 러 나 도 |
드러나지	드 러 나 지 |
드러난다잖아	드 러 난 다 잖 아 |
드러났다니까	드 러 났 다 니 까 |
드러났습니다	드 러 났 습 니 다 |
드러났어	드 러 났 어 |
드러내는	드 러 내 는 |
드러내면	드 러 내 면 |
드러내지	드 러 내 지 |
드럼	드 럼 |
드럼도	드 럼 도 |
드레스	드 레 스 |
드레스가	드 레 스 가 |
드레스들은	드 레 스 들 은 |
드레스랑	드 레 스 랑 |
드레스룸에	드 레 스 룸 에 |
드레스를	드 레 스 를 |
드레스코드가	드 레 스 코 드 가 |
드레싱을	드 레 싱 을 |
드려	드 려 |
드려나	드 려 나 |
드려도	드 려 도 |
드려라	드 려 라 |
드려볼게	드 려 볼 게 |
드려볼까	드 려 볼 까 |
드려볼래	드 려 볼 래 |
드려서	드 려 서 |
드려야	드 려 야 |
드려야겠어	드 려 야 겠 어 |
드려야지	드 려 야 지 |
드려요	드 려 요 |
드려주시고	드 려 주 시 고 |
드렸나	드 렸 나 |
드렸네요	드 렸 네 요 |
드렸는데	드 렸 는 데 |
드렸다네	드 렸 다 네 |
드렸습니다	드 렸 습 니 다 |
드렸어	드 렸 어 |
드렸어요	드 렸 어 요 |
드렸었어요	드 렸 었 어 요 |
드렸을걸요	드 렸 을 걸 요 |
드렸잖아요	드 렸 잖 아 요 |
드론	드 론 |
드론을	드 론 을 |
드롭	드 롭 |
드리게	드 리 게 |
드리겠습니다	드 리 겠 습 니 다 |
드리겠어	드 리 겠 어 |
드리고	드 리 고 |
드리고요	드 리 고 요 |
드리고자	드 리 고 자 |
드리기는	드 리 기 는 |
드리기로	드 리 기 로 |
드리길	드 리 길 |
드리는	드 리 는 |
드리니	드 리 니 |
드리도록	드 리 도 록 |
드리라고	드 리 라 고 |
드리려고	드 리 려 고 |
드리려고요	드 리 려 고 요 |
드리면	드 리 면 |
드리워져	드 리 워 져 |
드리자	드 리 자 |
드리죠	드 리 죠 |
드리지	드 리 지 |
드린	드 린 |
드린답니다	드 린 답 니 다 |
드릴	드 릴 |
드릴게	드 릴 게 |
드릴게요	드 릴 게 요 |
드릴까	드 릴 까 |
드릴까요	드 릴 까 요 |
드릴만	드 릴 만 |
드림하이	드 림 하 이 |
드립	드 립 |
드립니다	드 립 니 다 |
드립시다	드 립 시 다 |
드링크	드 링 크 |
드문	드 문 |
드물다고요	드 물 다 고 요 |
드물었던	드 물 었 던 |
드물잖아요	드 물 잖 아 요 |
드물지	드 물 지 |
드세요	드 세 요 |
드셔	드 셔 |
드셔도	드 셔 도 |
드셔보세요	드 셔 보 세 요 |
드셔보셨어요	드 셔 보 셨 어 요 |
드셔보셨지만	드 셔 보 셨 지 만 |
드셔보시기	드 셔 보 시 기 |
드셔보시니	드 셔 보 시 니 |
드셔보시면	드 셔 보 시 면 |
드셔보실래요	드 셔 보 실 래 요 |
드셔봐야죠	드 셔 봐 야 죠 |
드셔서	드 셔 서 |
드셔야	드 셔 야 |
드셔야겠네요	드 셔 야 겠 네 요 |
드셔야죠	드 셔 야 죠 |
드셔야지	드 셔 야 지 |
드셔요	드 셔 요 |
드셔주세요	드 셔 주 세 요 |
드셨길래	드 셨 길 래 |
드셨나	드 셨 나 |
드셨나요	드 셨 나 요 |
드셨네요	드 셨 네 요 |
드셨는지	드 셨 는 지 |
드셨다면	드 셨 다 면 |
드셨던	드 셨 던 |
드셨습니까	드 셨 습 니 까 |
드셨어요	드 셨 어 요 |
드셨으면	드 셨 으 면 |
드셨죠	드 셨 죠 |
드시게	드 시 게 |
드시겠다고	드 시 겠 다 고 |
드시겠답니다	드 시 겠 답 니 다 |
드시겠습니까	드 시 겠 습 니 까 |
드시겠습니까비행기	드 시 겠 습 니 까 비 행 기 |
드시겠습니다	드 시 겠 습 니 다 |
드시겠어요	드 시 겠 어 요 |
드시고	드 시 고 |
드시고요	드 시 고 요 |
드시기	드 시 기 |
드시길	드 시 길 |
드시길래	드 시 길 래 |
드시나	드 시 나 |
드시나요	드 시 나 요 |
드시네	드 시 네 |
드시는	드 시 는 |
드시는데	드 시 는 데 |
드시는지	드 시 는 지 |
드시니까	드 시 니 까 |
드시더라고요	드 시 더 라 고 요 |
드시던	드 시 던 |
드시던데	드 시 던 데 |
드시러	드 시 러 |
드시려고	드 시 려 고 |
드시려고요	드 시 려 고 요 |
드시려면	드 시 려 면 |
드시면	드 시 면 |
드시면서	드 시 면 서 |
드시어	드 시 어 |
드시죠	드 시 죠 |
드시지	드 시 지 |
드신	드 신 |
드신다더니	드 신 다 더 니 |
드신다면서요	드 신 다 면 서 요 |
드실	드 실 |
드실래요	드 실 래 요 |
드실수록	드 실 수 록 |
드실지	드 실 지 |
드십시오	드 십 시 오 |
득점권	득 점 권 |
득템했어	득 템 했 어 |
든	든 |
든다	든 다 |
든다고	든 다 고 |
든다는	든 다 는 |
든다더니	든 다 더 니 |
든단	든 단 |
든대요	든 대 요 |
든든	든 든 |
든든하게	든 든 하 게 |
든든하고	든 든 하 고 |
든든하지요	든 든 하 지 요 |
든든한	든 든 한 |
든든한지	든 든 한 지 |
든든합니다	든 든 합 니 다 |
든든해	든 든 해 |
든든해요	든 든 해 요 |
든든해지고	든 든 해 지 고 |
든든했어	든 든 했 어 |
든든히	든 든 히 |
든지	든 지 |
듣거나	듣 거 나 |
듣게	듣 게 |
듣겠어	듣 겠 어 |
듣고	듣 고 |
듣고는	듣 고 는 |
듣고도	듣 고 도 |
듣곤	듣 곤 |
듣기	듣 기 |
듣기가	듣 기 가 |
듣기는	듣 기 는 |
듣기로	듣 기 로 |
듣기로는	듣 기 로 는 |
듣기론	듣 기 론 |
듣기를	듣 기 를 |
듣기만	듣 기 만 |
듣기야	듣 기 야 |
듣기에	듣 기 에 |
듣기엔	듣 기 엔 |
듣나요	듣 나 요 |
듣네요	듣 네 요 |
듣는	듣 는 |
듣는구나	듣 는 구 나 |
듣는구먼	듣 는 구 먼 |
듣는다	듣 는 다 |
듣는다고	듣 는 다 고 |
듣는다는	듣 는 다 는 |
듣는데	듣 는 데 |
듣는지	듣 는 지 |
듣니	듣 니 |
듣다	듣 다 |
듣다가	듣 다 가 |
듣더니	듣 더 니 |
듣던	듣 던 |
듣습니까	듣 습 니 까 |
듣습니다	듣 습 니 다 |
듣자	듣 자 |
듣잖아	듣 잖 아 |
듣죠	듣 죠 |
듣지	듣 지 |
듣지는	듣 지 는 |
듣지도	듣 지 도 |
듣지를	듣 지 를 |
들	들 |
들개들이	들 개 들 이 |
들개에	들 개 에 |
들거든	들 거 든 |
들걸요	들 걸 요 |
들것에	들 것 에 |
들게	들 게 |
들게요	들 게 요 |
들겠냐	들 겠 냐 |
들겠다고	들 겠 다 고 |
들겠어	들 겠 어 |
들겠지만	들 겠 지 만 |
들고	들 고 |
들고가	들 고 가 |
들고나가야	들 고 나 가 야 |
들고나갈	들 고 나 갈 |
들고나니	들 고 나 니 |
들고는	들 고 는 |
들고양이가	들 고 양 이 가 |
들고일어났다	들 고 일 어 났 다 |
들기	들 기 |
들기가	들 기 가 |
들기도	들 기 도 |
들기로	들 기 로 |
